,firm,y1-x1,y2-x1,y3-x1,y1-x2,y2-x2,y3-x2,y1-x3,y2-x3,y3-x3,y1-x4,y2-x4,y3-x4,y1-x5,y2-x5,y3-x5
15,16,0.2809140776900671,0.2210000799662601,0.3373433732965527,0.2665826252308988,0.06680704890364972,0.6155936102117276,0.22351912056415416,0.08159942101806983,0.3063998820125627,0.18652678013067878,0.06325579409940833,0.3050010800321049,0.36839366254192196,0.31829999922388574,0.5424993338662403
16,17,0.13125042394896225,0.11432896225160973,0.04317343588979697,0.8168510169229567,0.8643089050404008,0.653946603470864,0.7854033602229213,0.8125777832118628,0.7106621650877668,0.6870456109348009,0.7942820702897229,0.6250364071796326,1.0,0.973619874735151,0.8289368505195843
17,18,0.20554387105336985,0.23204297662586976,0.10980679069585439,0.7208887748392517,0.9840278020204654,0.6036339970326615,0.6166396711847038,0.790646524297165,0.43835736250900914,0.568546742122364,0.8198405015408331,0.48766245353541654,0.2922079590866453,0.342887300441609,0.22719602096100897
18,19,0.13308529829526525,0.08750439237402813,0.09361772611405529,0.5039139957554655,0.30924949282659575,0.5791887353762843,0.4243602379010751,0.27410717484728264,0.3534916381038945,0.3932583039707866,0.28876270783745067,0.4230800848041835,0.6500768226800376,0.5491962227625455,0.6986410871302957
19,20,0.26380167048737957,0.31490356992808877,0.17357249117114187,0.5917429488987012,0.8699542891751567,0.4644882003831556,0.6504704128800741,0.8999749074917193,0.7195377123372347,0.48573990942533063,0.75093095894759,0.429704308226644,0.838759107204811,1.0,0.7969624300559552
20,21,0.27346086876168735,0.2987773144464723,0.15696980657419415,0.7545629695616033,1.0,0.6508461049136037,0.6096081506186936,0.7574331479068576,0.38585603141603053,0.4822349770866017,0.6658330246948391,0.2634790926861463,0.6970240160363903,0.7793118970561984,0.5952571276312283
21,22,0.2736958066388697,0.278905544782242,0.20503308700120804,0.6162829592583645,0.7221833684350227,0.7894855573442312,0.5849665555640536,0.6635215484659207,0.7371820368533349,0.44110767797203215,0.5482044216810186,0.46397514704777904,0.5197756447322771,0.5530745768236746,0.5243804956035171
22,23,0.17762636574172344,0.15628983954605905,0.16066400488658067,0.44041383406347157,0.3751013385029589,0.6948134964249936,0.34907391336267396,0.290348492480795,0.3474199186290811,0.3373128816746252,0.3229091423319886,0.4584537280139164,0.36399907482363825,0.35260425155416886,0.43049197006031525
23,24,0.31246290825944617,0.28414202897764856,0.14636775621169712,0.85405328781617,0.90000268690245,0.45578523124551734,0.7253946043060134,0.7330585983854438,0.33299593876018385,0.5536166469799824,0.6092361838152565,0.17392774120555102,0.9934273929301105,0.9603017532422174,0.7455369038102849
24,25,0.21752365689824182,0.14516623338433904,0.17394105010772234,0.5352002787989194,0.28777969035898143,0.7342721186268941,0.39211591217794195,0.2026426720416561,0.28661915953315464,0.36639173463050756,0.21808419165101336,0.37755162673230896,0.35494556328371524,0.2780041444503946,0.3763846066004339
25,26,0.13175505066236362,0.13176668704860897,0.11748444368369707,0.39910584434203294,0.4160948277512011,0.5741068827275522,0.36490537554963903,0.3775377442500947,0.42543949929330904,0.26433633588301425,0.2899483103125221,0.2519658157326558,0.47743230517603125,0.5049976217640191,0.5757679570629209
26,27,0.26157391294280186,0.24392433669244348,0.17426578156921854,0.6219057505132689,0.6383208947399098,0.580867598479612,0.47989133797577826,0.46694713382162745,0.25278313290249804,0.5446300027622697,0.6230461274543313,0.5931293476433762,0.8985486295825141,0.8896132622412628,0.8645083932853717
27,28,0.17001626646203863,0.10674265166601277,0.1216840455722415,0.4856725415736774,0.2331112509973282,0.453062349963313,0.4721934099992784,0.2811758048123611,0.4532358474817393,0.3020058269702852,0.14507023359751037,0.13513562443952176,0.7932809066728346,0.6355444829914549,0.8393285371702638
28,29,0.08122182347884814,0.046018833728411666,0.05898988971394538,0.3466403870150923,0.1447006994281346,0.2519722450087807,0.28751933208794306,0.13997378913650452,0.055964262743667455,0.29503292402510795,0.18292980075741724,0.26715912606289144,0.10983578119579045,0.0879647954550746,0.11031175059952038
29,30,0.188371561639373,0.19468204894907512,0.2881885012582349,0.11620094325466,0.04555807305277647,0.43161964829325156,0.13957866391814283,0.10375795250697699,0.312045955633349,0.11619272970012554,0.09054165098299063,0.3248208190750312,0.14958945298947615,0.16872725014940199,0.28190780708766316
30,31,0.09400626186000562,0.08888239004844806,0.11535630959325024,0.20037755201255367,0.12489785538039017,0.29430262347168,0.16125575889429417,0.10629697151926039,0.020877265065088507,0.107367692805364,0.05397711661547095,0.0,0.16951929378204386,0.17965493957950124,0.2483346656008526
31,32,0.11995855416162671,0.12984894804306515,0.13083790044902813,0.28538062991934726,0.3072597994834855,0.47292889495683077,0.28858211693348473,0.31575355745475886,0.4021213678605162,0.1879409739383114,0.21258856302758075,0.18845874073757304,0.04877414132068925,0.0659386714475308,0.06354916067146284
32,33,0.19036932243796445,0.13584354842487315,0.146639943928464,0.49885440157044747,0.3042617640243785,0.581516239294163,0.30992529250398,0.15509190716825735,0.0,0.3356993108964124,0.22173133431783185,0.27406456796747314,0.45947727535561456,0.38598337563156293,0.48920863309352514
33,34,0.15439643170191497,0.133012191653921,0.13257030228792288,0.3371026231173817,0.23883429088163152,0.2601837958536786,0.3336761486403867,0.2680254549675531,0.24595989459156514,0.2459896864621236,0.19859600327375046,0.14610527948928387,0.36047826478033484,0.34698518397789624,0.41566746602717825
34,35,0.0642437642715155,0.06638880585550125,0.07818677878725212,0.2320755957564126,0.20718470439006784,0.388444338502671,0.2845510317040599,0.2909037185920085,0.4952696655247476,0.2703040486391724,0.31395867683674616,0.5551794203056597,0.637234493658687,0.6843775951322111,0.9091393551825205
35,36,0.0,0.0,0.014096124771374226,0.09673633724524787,0.020805064393667343,0.0,0.15648026416724803,0.1271982387834973,0.12088448826546697,0.12191755579967492,0.1004974301632093,0.1424832985165843,0.2691684977448826,0.29593238492165125,0.4200639488409272
36,37,0.1522125316664458,0.1338152485599573,0.1303750734337022,0.28923190731781834,0.1901995008051786,0.08897088354441254,0.3517240401097866,0.29855751042923107,0.30746799025032423,0.2665809428013108,0.23450616816934122,0.20714481118022546,0.41037353995605413,0.4001722973759575,0.47561950439648276
37,38,0.1723271921198612,0.1617222269197286,0.08088229128467997,0.5796801151599015,0.6043168848216028,0.1588946824297105,0.6606958403457085,0.7015456642615444,0.5055403280823008,0.5380304123448997,0.6310901493396032,0.3799508210294802,0.5331328784549555,0.5382197490046334,0.44124700239808146
38,39,0.17234806998217006,0.12903688220447732,0.1559869197547772,0.37081305820652194,0.19474876104010408,0.44854458277050685,0.3753020686696481,0.25005224388668207,0.4445246194767018,0.3060861879675707,0.21284899450932215,0.3669753149965317,0.6772637909101422,0.5951803301590258,0.8169464428457234
39,40,0.08912282266576908,0.05897837713101864,0.02591044005660336,0.6760220501003446,0.5678441519544765,0.5524506046468658,0.7050092261859501,0.6207486816583057,0.736722462996894,0.5906644590443029,0.5723876586170057,0.5856421911938855,0.382598974596199,0.3391309072000123,0.32107647215560875
40,41,0.14374481051013763,0.1065173152792972,0.14325036779229242,0.3718136382787176,0.2067535575329007,0.648514150990231,0.33258998425927916,0.21181082379306085,0.4429686971017327,0.27558569913228537,0.18355781960034268,0.38638533259214425,0.29095350988782237,0.2559780204428508,0.3697042366107114
41,42,0.18023377426047363,0.10691417658069584,0.0963374624786984,0.5927934563204587,0.3077221338015677,0.32686216278784114,0.5151563686059327,0.2944085680374529,0.22570949534229373,0.4440210832167512,0.2744753239635334,0.24403689958955163,0.8827531706564897,0.6823286533640675,0.7998934185984544
42,43,0.15008373802141192,0.18327929555121064,0.2124855087856347,0.12084563431739732,0.14417826584111418,0.24385587883842905,0.16503981849060037,0.20701569361335526,0.26668336240940105,0.08967543966974446,0.1156696669152821,0.09640777528582638,0.3654253883813268,0.4451636437014443,0.597921662669864
43,44,0.4141822694854967,0.4009765977062276,0.399900801219665,0.4480525306113038,0.4372102106520438,0.7600373329298633,0.40214105929261423,0.39111049528817876,0.5627470889134215,0.4066788661533096,0.455933194098815,0.6938480337718125,0.6420145715276976,0.6501664765186617,0.7813385655112274
44,45,0.25725646233828137,0.2502411607154553,0.22288650206459668,0.3637196160311564,0.3380161287291849,0.27231360624224027,0.3800845692817285,0.37342684636539,0.3386948911948135,0.2996209532483832,0.31782704048926536,0.2569050770179361,0.5051462935122008,0.518754802207269,0.57154276578737
45,46,0.06605722685960294,0.044533151747944304,0.05862341049473177,0.33170750386384096,0.19841713559184085,0.43964214195728757,0.34084608351076867,0.2505896232441621,0.4299596898557569,0.265090100944815,0.19906106318215636,0.32027941640779684,0.19063644423884968,0.17576195022002838,0.2329869437783106
46,47,0.1271832669043809,0.10792915535192421,0.10798718721321685,0.47691154892694343,0.4174269297969957,0.7846483358926257,0.4451635522226625,0.40015047780494517,0.651700742972625,0.34145455103903066,0.32567522323390474,0.446910921688007,0.8384410778304615,0.8071433560734825,1.0
47,48,0.6722915946771737,0.7712118988674951,0.805817592271547,0.3005095828209768,0.408662337851075,0.7995191673112451,0.22715016867909463,0.2886212760360038,0.3481670511479752,0.19531981573557802,0.2772179853827967,0.3573609108349399,0.09870475309355846,0.13396353814989867,0.15251798561151075
48,49,0.44704397201527607,0.4652426987498804,0.6132530206636218,0.2581451190867932,0.24743907765541548,1.0,0.16428286600710004,0.13883488542133104,0.3381826438500269,0.2248568987625025,0.25134104078613545,0.6964541890134919,0.09631953278593731,0.11344850869636079,0.180255795363709
49,50,0.06788776063658199,0.03691412287470147,0.0,0.5670789819785857,0.4133320681796109,0.04061478124911108,0.8307976372378096,0.7317736461389658,0.8621733097764134,0.6670638827497136,0.6413428658565659,0.60846925697289,0.23414286264985928,0.19987116502518487,0.15901945110578203
50,51,0.15676320269146585,0.1905308592427275,0.12856413480493933,0.42428581063338344,0.6046586522616374,0.49035700857722625,0.39029943549354645,0.5239836957818004,0.37923071527246377,0.2991199882630054,0.4469674743270953,0.2599473335842812,0.0611772869203192,0.0918065612703439,0.050559552358113505
51,52,0.15074714651783136,0.11697015732060292,0.0561338516899804,0.8312442337218182,0.7757403315498117,0.6759879255740036,0.9059027447477619,0.8620352918348514,1.0,0.7936961133768936,0.8433693046582146,0.8470568774238283,0.8647315061100189,0.7854587223606293,0.7063682387423394
52,53,0.25292871411878887,0.23129734143633335,0.2297480642498311,0.36204271269317384,0.2884818440078018,0.36353742281606694,0.32116120110014224,0.2666113403145535,0.21380799716556392,0.27423563178569393,0.2487287288698812,0.23901575551761342,0.1604731249116585,0.15916552189806515,0.17603694821920238
53,54,0.11816705041416525,0.07782522828572061,0.009941450370982471,0.7986992015116774,0.6623437991603502,0.1177031391826098,1.0,0.8953544485317041,0.7625865167281438,0.8661234789507654,0.8635228318341323,0.6441239215028903,0.4863091690315005,0.41575607563174205,0.3054786939679025
54,55,0.38879161087666125,0.3432970596326525,0.2641004883321205,0.6759447460457568,0.6329188732182173,0.6273751401004406,0.6723361199575169,0.637339286618103,0.710685686084141,0.5740844983837953,0.6033964126298931,0.594221505975833,0.3425878504518495,0.32103192158141053,0.29210916980701146
55,56,0.8509764740328111,0.8437345101540857,1.0,0.3140504527359986,0.2759767503605803,0.8017362435044645,0.2901411767649983,0.26540767782404134,0.5704577342263967,0.17058807460203804,0.14151245814561625,0.23816646176430364,0.24703365329015842,0.25833430347621594,0.36322941646682644
56,57,0.10644191398932785,0.04847637637268082,0.033223429911790926,0.6351568840165113,0.34284264138051823,0.3253236379193835,0.7458496699111434,0.5083743288049525,0.7439407779360665,0.6642762980143058,0.5045381973455424,0.6786505088992285,0.26395281600555104,0.19143635474632698,0.19648281374900073
57,58,0.5714513123388656,0.5357439193106841,0.3058158433112217,0.9071211884622037,0.9857289627666587,0.5137432966601632,0.9394262312931774,1.0,0.7673870397758589,0.6822960372752849,0.7927261444830161,0.39097488813868064,0.8216915307813886,0.8035577079792311,0.5920596855848654
58,59,0.1641784595539289,0.14524331811105462,0.0774017423103275,0.6543532800334267,0.6548450218009529,0.3993871796366869,0.6649797276340406,0.668301035671853,0.5494991431539409,0.47787761903028175,0.5147900415961228,0.26566703049973533,0.5976639296865965,0.5818528952944189,0.5078846014097813
59,60,0.1876668466473816,0.16434060705808928,0.1451003118590868,0.55589042426379,0.514292894646229,0.7823518225258157,0.4841948697772842,0.4438144933811747,0.5690309180795099,0.36916259208158114,0.3602458585240762,0.3737404762348389,0.28825026020585176,0.2777992502735802,0.2983213429256594
60,61,0.06808469499556816,0.026886399524524252,0.04085939981400444,0.38832351980840046,0.14039248853754246,0.2988831287802183,0.4416322021554956,0.26032384164286054,0.4951914469427037,0.41325217322368746,0.27920731857574393,0.5477317522592504,0.07885972013415056,0.05364502083866911,0.0671462829736211
61,62,0.6218994802679801,0.49174456257018956,0.4836872098628896,0.6933381583280237,0.5070834896882523,0.9038631055994988,0.6024765079454406,0.4486843274019073,0.6910736813944932,0.39889367089546357,0.285697583065992,0.28625550391219323,0.4975135885278131,0.4127220657058371,0.4796163069544364
62,63,0.10041744782132654,0.05350399499026748,0.04180381191594877,0.6443950035373064,0.420994338222039,0.6046027888613509,0.67265353851965,0.49508286256213213,0.7700356891766642,0.5378437068802054,0.42231291323357334,0.5492647079275803,0.234312478316179,0.18272835223171668,0.1931254996003197
63,64,0.09578578558285027,0.09936189830193774,0.1386138491733487,0.18462828565066822,0.14267544593419068,0.4865493512214638,0.24290443441264714,0.2383648660912452,0.5734763890630625,0.15297085552987702,0.14531289938173336,0.3130963986342642,0.19904302070082106,0.2216582458264453,0.3263389288569144
64,65,0.18064189099737807,0.1261242727300756,0.11068532810242344,0.644245372614319,0.45996373712875627,0.6734744555883219,0.4368347153478399,0.282501906410816,0.1466136862432416,0.5434813718832189,0.45931983542614707,0.6068823128658068,0.2933387301954435,0.24137931034482757,0.259392486011191
65,66,0.11736745507401908,0.09487526570091076,0.1341666675189702,0.28165225813085926,0.15378643555589505,0.5357920965534179,0.31779918550278174,0.23745275937978105,0.5804965286579225,0.179744472682956,0.10153313831354786,0.20261142032226576,0.0,0.0,0.0
66,67,0.19587247870166274,0.14167500524391866,0.1627482187612772,0.43686061208342036,0.2393931754237605,0.5017949689627896,0.4673754750192928,0.3235192956715853,0.6117933041874815,0.3482507579073096,0.24012438714220977,0.3841957846418563,0.07046374465132417,0.052722997043004496,0.059632294164668274
67,68,0.5303342915546816,0.4639387519268046,0.6774481521688366,0.21235827714814048,0.04694251856020421,0.5859699508915797,0.24776719699603342,0.1407223430186505,0.5722681312544299,0.12145888657123563,0.012645327305736353,0.17626618082624754,0.2661472186885625,0.24381242869449812,0.426458832933653
68,69,0.4608675171006817,0.36305584567619675,0.23315923513248027,1.0,0.867066497349127,0.7098508417530939,0.987849276428539,0.8618888966183514,0.8589678608902709,1.0,1.0,1.0,0.1106626575690991,0.08642808912896689,0.027817745803357316
69,70,0.31526634320065217,0.23079035296360337,0.28406879667078055,0.44738520459984205,0.21547980147633874,0.6154507212966078,0.4494010043291617,0.2767535000336855,0.614838404936431,0.32721337611422535,0.18986031718330507,0.36769406422040185,0.09630186448736235,0.06969506468912741,0.09485744737543299
